Population Locus A B
Pop2 locus_1235  28   2 
Pop2 locus_1236  23   3 
Pop2 locus_1237  25   7 
Pop2 locus_1238   5  23 
Pop2 locus_1239   2  26 
Pop2 locus_1240  21   9 
Pop2 locus_1241  18  12 
Pop2 locus_1242  24   6 
Pop2 locus_1243  23   5 
Pop2 locus_1244   5  25 
Pop2 locus_1245  27   3 
Pop2 locus_1246  28   4 
Pop2 locus_1247  13  17 
Pop2 locus_1248  24   8 
Pop2 locus_1249   2  28 
Pop2 locus_1250  25   3 
Pop2 locus_1251  26   2 
Pop2 locus_1252  26   2 
Pop2 locus_1253  28   4 
Pop2 locus_1254  30   2 
Pop2 locus_1255   4  28 
Pop2 locus_1256  27   3 
Pop2 locus_1257   3  29 
Pop2 locus_1258  14  18 
Pop2 locus_1259   3  29 
Pop2 locus_1260  26   4 
Pop2 locus_1261   5  25 
Pop2 locus_1262  24   4 
Pop2 locus_1263   4  26 
Pop2 locus_1264   5  25 
Pop2 locus_1265   4  24 
Pop2 locus_1266   2  26 
Pop2 locus_1267   9  23 
Pop2 locus_1268  23   9 
Pop2 locus_1269  24   6 
Pop2 locus_1270  22   8 
Pop2 locus_1271   4  26 
Pop2 locus_1272   4  28 
Pop2 locus_1273  13  17 
Pop2 locus_1274  17  13 
Pop2 locus_1275   4  26 
Pop2 locus_1276   3  27 
Pop2 locus_1277   7  25 
Pop2 locus_1278   3  29 
Pop2 locus_1279   3  29 
Pop2 locus_1280  15  17 
Pop2 locus_1281  29   3 
Pop2 locus_1282   7  25 
Pop2 locus_1283  21   9 
Pop2 locus_1284   3  27 
Pop2 locus_1285   3  29 
Pop2 locus_1286  23   9 
Pop2 locus_1287   2  30 
Pop2 locus_1288  25   7 
Pop2 locus_1289   8  24 
Pop2 locus_1290  24   2 
Pop2 locus_1291  23   7 
Pop2 locus_1292  26   2 
Pop2 locus_1293  13  13 
Pop2 locus_1294   3  27 
Pop2 locus_1295   7  21 
Pop2 locus_1296   7  21 
Pop2 locus_1297   3  29 
Pop2 locus_1298  26   6 
Pop2 locus_1299  27   5 
Pop2 locus_1300  23   7 
Pop2 locus_1301  29   3 
Pop2 locus_1302  29   3 
Pop2 locus_1303  10  22 
Pop2 locus_1304   3  29 
Pop2 locus_1305   3  29 
Pop2 locus_1306   5  21 
Pop2 locus_1307  16  14 
Pop2 locus_1308  28   2 
Pop2 locus_1309   2  24 
Pop2 locus_1310  12  20 
Pop2 locus_1311   4  26 
Pop2 locus_1312  24   2 
Pop2 locus_1313   5  21 
Pop2 locus_1314   2  24 
Pop2 locus_1315  16  12 
Pop2 locus_1316  24   8 
Pop2 locus_1317  24   8 
Pop2 locus_1318  11  21 
Pop2 locus_1319  13  19 
Pop2 locus_1320  19  13 
Pop2 locus_1321  26   4 
Pop2 locus_1322  10  16 
Pop2 locus_1323  19  11 
Pop2 locus_1324  19  11 
Pop2 locus_1325  28   2 
Pop2 locus_1326  28   2 
Pop2 locus_1327   3  27 
Pop2 locus_1328  27   3 
Pop2 locus_1329  22   6 
Pop2 locus_1330  12  16 
Pop2 locus_1331   2  26 
Pop2 locus_1332  22   6 
Pop2 locus_1333  20   8 
Pop2 locus_1334  26   2 
Pop2 locus_1335   2  30 
Pop2 locus_1336  10  16 
Pop2 locus_1337   2  30 
Pop2 locus_1338   5  27 
Pop2 locus_1339  23   9 
Pop2 locus_1340   5  27 
Pop2 locus_1341   2  26 
Pop2 locus_1342   8  22 
Pop2 locus_1343  14  14 
Pop2 locus_1344   3  29 
Pop2 locus_1345  28   4 
Pop2 locus_1346  27   3 
Pop2 locus_1347   3  23 
Pop2 locus_1348  22  10 
Pop2 locus_1349  21  11 
Pop2 locus_1350   5  25 
Pop2 locus_1351   7  25 
Pop2 locus_1352   2  26 
Pop2 locus_1353   3  27 
Pop2 locus_1354   2  28 
Pop2 locus_1355  30   2 
Pop2 locus_1356  29   3 
Pop2 locus_1357  22   6 
Pop2 locus_1358   4  24 
Pop2 locus_1359   6  24 
Pop2 locus_1360  30   2 
Pop2 locus_1361  26   4 
Pop2 locus_1362   4  26 
Pop2 locus_1363   2  30 
Pop2 locus_1364   2  26 
Pop2 locus_1365  25   3 
Pop2 locus_1366   2  26 
Pop2 locus_1367   7  19 
Pop2 locus_1368   2  24 
Pop2 locus_1369   4  28 
Pop2 locus_1370  24   8 
Pop2 locus_1371   8  24 
Pop2 locus_1372  28   4 
Pop2 locus_1373   2  28 
Pop2 locus_1374  25   3 
Pop2 locus_1375   3  25 
Pop2 locus_1376   3  25 
Pop2 locus_1377  25   3 
Pop2 locus_1378   3  29 
Pop2 locus_1379  13  19 
Pop2 locus_1380  12  20 
Pop2 locus_1381   7  25 
Pop2 locus_1382  16  16 
Pop2 locus_1383  16  16 
Pop2 locus_1384  24   8 
Pop2 locus_1385  19  11 
Pop2 locus_1386  19  11 
Pop2 locus_1387  25   5 
Pop2 locus_1388   2  28 
Pop2 locus_1389   8  22 
Pop2 locus_1390   4  28 
Pop2 locus_1391  28   2 
Pop2 locus_1392  16  14 
Pop2 locus_1393  22   8 
Pop2 locus_1394  22   4 
Pop2 locus_1395   2  28 
Pop2 locus_1396   2  24 
Pop2 locus_1397  30   2 
Pop2 locus_1398  29   3 
Pop2 locus_1399   9  17 
Pop2 locus_1400  25   3 
Pop2 locus_1401  27   5 
Pop2 locus_1402  10  22 
Pop2 locus_1403   2  30 
Pop2 locus_1404  21   5 
Pop2 locus_1405  30   2 
Pop2 locus_1406   5  25 
Pop2 locus_1407  28   2 
Pop2 locus_1408  30   2 
Pop2 locus_1409   4  28 
Pop2 locus_1410   2  30 
Pop2 locus_1411  30   2 
Pop2 locus_1412  18  14 
Pop2 locus_1413   4  28 
Pop2 locus_1414  24   8 
Pop2 locus_1415  26   6 
Pop2 locus_1416  26   6 
Pop2 locus_1417  22   6 
Pop2 locus_1418  25   5 
Pop2 locus_1419  27   3 
Pop2 locus_1420   9  23 
Pop2 locus_1421   9  23 
Pop2 locus_1422   4  28 
Pop2 locus_1423   5  27 
Pop2 locus_1424   8  24 
Pop2 locus_1425  30   2 
Pop2 locus_1426   4  28 
Pop2 locus_1427   3  29 
Pop2 locus_1428  21   7 
Pop2 locus_1429   6  24 
Pop2 locus_1430  25   5 
Pop2 locus_1431   3  27 
Pop2 locus_1432  16  12 
Pop2 locus_1433  16  12 
Pop2 locus_1434  29   3 
Pop2 locus_1435  20  12 
Pop2 locus_1436   3  29 
Pop2 locus_1437  29   3 
Pop2 locus_1438   3  29 
Pop2 locus_1439   8  22 
Pop2 locus_1440   5  27 
Pop2 locus_1441  23   9 
Pop2 locus_1442  23   9 
Pop2 locus_1443  24   8 
Pop2 locus_1444   5  27 
Pop2 locus_1445  30   2 
Pop2 locus_1446  26   6 
Pop2 locus_1447  10  20 
Pop2 locus_1448  21   9 
Pop2 locus_1449  30   2 
Pop2 locus_1450  25   5 
Pop2 locus_1451   5  25 
Pop2 locus_1452  26   4 
Pop2 locus_1453  10  20 
Pop2 locus_1454  29   3 
Pop2 locus_1455  13  19 
Pop2 locus_1456   3  27 
Pop2 locus_1457  26   4 
Pop2 locus_1458  15  15 
Pop2 locus_1459   9  21 
Pop2 locus_1460  13  17 
Pop2 locus_1461  11  17 
Pop2 locus_1462   6  20 
Pop2 locus_1463  27   5 
Pop2 locus_1464  22  10 
Pop2 locus_1465   6  26 
Pop2 locus_1466  10  22 
Pop2 locus_1467  20  10 
Pop2 locus_1468   2  24 
Pop2 locus_1469   5  25 
Pop2 locus_1470  11  21 
Pop2 locus_1471   4  28 
Pop2 locus_1472   3  29 
Pop2 locus_1473  23   5 
Pop2 locus_1474  24   4 
Pop2 locus_1475   4  24 
Pop2 locus_1476   2  26 
Pop2 locus_1477   5  27 
Pop2 locus_1478  21  11 
Pop2 locus_1479  24   4 
Pop2 locus_1480  27   5 
Pop2 locus_1481  29   3 
Pop2 locus_1482  30   2 
Pop2 locus_1483   2  30 
Pop2 locus_1484   6  24 
Pop2 locus_1485  27   5 
Pop2 locus_1486   8  20 
Pop2 locus_1487  29   3 
Pop2 locus_1488  24   6 
Pop2 locus_1489  24   6 
Pop2 locus_1490  27   3 
Pop2 locus_1491  28   2 
Pop2 locus_1492  26   4 
Pop2 locus_1493  15  11 
Pop2 locus_1494   2  30 
Pop2 locus_1495   2  30 
Pop2 locus_1496  30   2 
Pop2 locus_1497   4  24 
Pop2 locus_1498   2  28 
Pop2 locus_1499  28   2 
Pop2 locus_1500  25   3 
Pop2 locus_1501   2  30 
Pop2 locus_1502  28   2 
Pop2 locus_1503  26   6 
Pop2 locus_1504   2  30 
Pop2 locus_1505   3  23 
Pop2 locus_1506   4  24 
Pop2 locus_1507  28   2 
Pop2 locus_1508  28   2 
Pop2 locus_1509  30   2 
Pop2 locus_1510  14  18 
Pop2 locus_1511  10  20 
Pop2 locus_1512  20  10 
Pop2 locus_1513  24   2 
Pop2 locus_1514  24   6 
Pop2 locus_1515   2  26 
Pop2 locus_1516   6  22 
Pop2 locus_1517  21   9 
Pop2 locus_1518  28   4 
Pop2 locus_1519  23   5 
Pop2 locus_1520   2  26 
Pop2 locus_1521   4  22 
Pop2 locus_1522   8  20 
Pop2 locus_1523  19   9 
Pop2 locus_1524   5  21 
Pop2 locus_1525  13  17 
Pop2 locus_1526   8  22 
Pop2 locus_1527   8  22 
Pop2 locus_1528   7  23 
Pop2 locus_1529  17  15 
Pop2 locus_1530   4  28 
Pop2 locus_1531   5  27 
Pop2 locus_1532  29   3 
Pop2 locus_1533  29   3 
Pop2 locus_1534  22   6 
Pop2 locus_1535   4  28 
Pop2 locus_1536  28   4 
Pop2 locus_1537  21   7 
Pop2 locus_1538   5  23 
Pop2 locus_1539  27   3 
Pop2 locus_1540   5  27 
Pop2 locus_1541  22   6 
Pop2 locus_1542   2  26 
Pop2 locus_1543   7  23 
Pop2 locus_1544   3  27 
Pop2 locus_1545   4  28 
Pop2 locus_1546   2  30 
Pop2 locus_1547  14  18 
Pop2 locus_1548   7  25 
Pop2 locus_1549  19  13 
Pop2 locus_1550   6  24 
Pop2 locus_1551   6  24 
Pop2 locus_1552   8  22 
Pop2 locus_1553   2  30 
Pop2 locus_1554  13  17 
Pop2 locus_1555  12  18 
Pop2 locus_1556   2  28 
Pop2 locus_1557  11  19 
Pop2 locus_1558  25   5 
Pop2 locus_1559   2  28 
Pop2 locus_1560  26   2 
Pop2 locus_1561   5  27 
Pop2 locus_1562  26   6 
Pop2 locus_1563  29   3 
Pop2 locus_1564   3  29 
Pop2 locus_1565  29   3 
Pop2 locus_1566  21   5 
Pop2 locus_1567  14  18 
Pop2 locus_1568   9  23 
Pop2 locus_1569   9  23 
Pop2 locus_1570  17  15 
Pop2 locus_1571  30   2 
Pop2 locus_1572   7  25 
Pop2 locus_1573   5  27 
Pop2 locus_1574  25   5 
Pop2 locus_1575   8  20 
Pop2 locus_1576  12  16 
Pop2 locus_1577   4  24 
Pop2 locus_1578   2  28 
Pop2 locus_1579  28   2 
Pop2 locus_1580   5  25 
Pop2 locus_1581  22   6 
Pop2 locus_1582  29   3 
Pop2 locus_1583   5  27 
Pop2 locus_1584  10  22 
Pop2 locus_1585  25   3 
Pop2 locus_1586  21   7 
Pop2 locus_1587   3  27 
Pop2 locus_1588   2  30 
Pop2 locus_1589   3  29 
Pop2 locus_1590  11  21 
Pop2 locus_1591   5  23 
Pop2 locus_1592  28   2 
Pop2 locus_1593  25   3 
Pop2 locus_1594   2  28 
Pop2 locus_1595   2  26 
Pop2 locus_1596   3  23 
Pop2 locus_1597  24   2 
Pop2 locus_1598   2  24 
Pop2 locus_1599   6  22 
Pop2 locus_1600  25   7 
Pop2 locus_1601   3  25 
Pop2 locus_1602  25   3 
Pop2 locus_1603   3  25 
Pop2 locus_1604   2  28 
Pop2 locus_1605   4  28 
Pop2 locus_1606   2  26 
Pop2 locus_1607   5  23 
Pop2 locus_1608  26   4 
Pop2 locus_1609  23   7 
Pop2 locus_1610  28   2 
Pop2 locus_1611  20  10 
Pop2 locus_1612  17  11 
Pop2 locus_1613   3  29 
Pop2 locus_1614  23   5 
Pop2 locus_1615  22   6 
Pop2 locus_1616   3  27 
Pop2 locus_1617  24   2 
Pop2 locus_1618  24   2 
Pop2 locus_1619  27   3 
Pop2 locus_1620   2  28 
Pop2 locus_1621   2  28 
Pop2 locus_1622  19  11 
Pop2 locus_1623  16  16 
Pop2 locus_1624   9  23 
Pop2 locus_1625  28   4 
Pop2 locus_1626  13  19 
Pop2 locus_1627  12  20 
Pop2 locus_1628  28   4 
Pop2 locus_1629  26   6 
Pop2 locus_1630  26   2 
Pop2 locus_1631  24   8 
Pop2 locus_1632  28   2 
Pop2 locus_1633   3  29 
Pop2 locus_1634  28   4 
Pop2 locus_1635  25   7 
Pop2 locus_1636   2  28 
Pop2 locus_1637   6  24 
Pop2 locus_1638  24   4 
Pop2 locus_1639   7  25 
Pop2 locus_1640   7  23 
Pop2 locus_1641  14  18 
Pop2 locus_1642  28   4 
Pop2 locus_1643  28   4 
Pop2 locus_1644  25   7 
Pop2 locus_1645  22   4 
Pop2 locus_1646   6  22 
Pop2 locus_1647   2  26 
Pop2 locus_1648  16  16 
Pop2 locus_1649  24   8 
Pop2 locus_1650  16  16 
Pop2 locus_1651   3  25 
Pop2 locus_1652  11  19 
Pop2 locus_1653  18  14 
Pop2 locus_1654  15  15 
Pop2 locus_1655   3  29 
Pop2 locus_1656  15  17 
Pop2 locus_1657  25   3 
Pop2 locus_1658   4  24 
Pop2 locus_1659   6  22 
Pop2 locus_1660   5  21 
Pop2 locus_1661  28   2 
Pop2 locus_1662  28   2 
Pop2 locus_1663  25   5 
Pop2 locus_1664   3  27 
Pop2 locus_1665   9  21 
Pop2 locus_1666   4  28 
Pop2 locus_1667  28   4 
Pop2 locus_1668  21   9 
Pop2 locus_1669   3  27 
Pop2 locus_1670   2  28 
Pop2 locus_1671   2  30 
Pop2 locus_1672   3  29 
Pop2 locus_1673  26   2 
Pop2 locus_1674  19   9 
Pop2 locus_1675   2  30 
Pop2 locus_1676  30   2 
Pop2 locus_1677   8  22 
Pop2 locus_1678  28   2 
Pop2 locus_1679   3  29 
Pop2 locus_1680  27   3 
Pop2 locus_1681   5  25 
Pop2 locus_1682   5  25 
Pop2 locus_1683  10  20 
Pop2 locus_1684  10  22 
Pop2 locus_1685  29   3 
Pop2 locus_1686  22  10 
Pop2 locus_1687  25   3 
Pop2 locus_1688   8  20 
Pop2 locus_1689   2  28 
Pop2 locus_1690   3  29 
Pop2 locus_1691  28   4 
Pop2 locus_1692   4  24 
Pop2 locus_1693   4  22 
Pop2 locus_1694   7  23 
Pop2 locus_1695  28   4 
Pop2 locus_1696  23   9 
Pop2 locus_1697  30   2 
Pop2 locus_1698   6  22 
Pop2 locus_1699  26   2 
Pop2 locus_1700  26   6 
Pop2 locus_1701  24   6 
Pop2 locus_1702   3  29 
Pop2 locus_1703   3  25 
Pop2 locus_1704  26   2 
Pop2 locus_1705  21  11 
Pop2 locus_1706  17  15 
Pop2 locus_1707  10  18 
Pop2 locus_1708  10  20 
Pop2 locus_1709   3  27 
Pop2 locus_1710   2  28 
Pop2 locus_1711   4  28 
Pop2 locus_1712  26   4 
Pop2 locus_1713  23   3 
Pop2 locus_1714  26   4 
Pop2 locus_1715  24   2 
Pop2 locus_1716   4  26 
Pop2 locus_1717   3  29 
Pop2 locus_1718  29   3 
Pop2 locus_1719   3  29 
Pop2 locus_1720   4  26 
Pop2 locus_1721   4  26 
Pop2 locus_1722   2  28 
Pop2 locus_1723   3  27 
Pop2 locus_1724  27   3 
Pop2 locus_1725  28   2 
Pop2 locus_1726  18   8 
Pop2 locus_1727   6  20 
Pop2 locus_1728  28   2 
Pop2 locus_1729   2  30 
Pop2 locus_1730   2  24 
Pop2 locus_1731  28   2 
Pop2 locus_1732  28   2 
Pop2 locus_1733   6  26 
Pop2 locus_1734   2  26 
Pop2 locus_1735  28   2 
Pop2 locus_1736  28   2 
Pop2 locus_1737   2  28 
Pop2 locus_1738  27   3 
Pop2 locus_1739  28   2 
Pop2 locus_1740  29   3 
Pop2 locus_1741  29   3 
Pop2 locus_1742   3  27 
Pop2 locus_1743   4  28 
Pop2 locus_1744  10  20 
Pop2 locus_1745  27   5 
Pop2 locus_1746  27   3 
Pop2 locus_1747   2  24 
Pop2 locus_1748  29   3 
Pop2 locus_1749  20  12 
Pop2 locus_1750   2  26 
Pop2 locus_1751   2  26 
Pop2 locus_1752  25   7 
Pop2 locus_1753  13  19 
Pop2 locus_1754   2  30 
Pop2 locus_1755  13  19 
Pop2 locus_1756   5  27 
Pop2 locus_1757  27   5 
Pop2 locus_1758  26   4 
Pop2 locus_1759  21   7 
Pop2 locus_1760  23   5 
Pop2 locus_1761  23   9 
Pop2 locus_1762   9  23 
Pop2 locus_1763  28   2 
Pop2 locus_1764  21  11 
Pop2 locus_1765   3  29 
Pop2 locus_1766  29   3 
Pop2 locus_1767  27   5 
Pop2 locus_1768   5  27 
Pop2 locus_1769  28   4 
Pop2 locus_1770  18  10 
Pop2 locus_1771   4  26 
Pop2 locus_1772  18  12 
Pop2 locus_1773  11  19 
Pop2 locus_1774  17  13 
Pop2 locus_1775  28   2 
Pop2 locus_1776   4  26 
Pop2 locus_1777  26   4 
Pop2 locus_1778  26   6 
Pop2 locus_1779   9  23 
Pop2 locus_1780  30   2 
Pop2 locus_1781  26   6 
Pop2 locus_1782   3  29 
Pop2 locus_1783   9  23 
Pop2 locus_1784  27   3 
Pop2 locus_1785  10  22 
Pop2 locus_1786  22  10 
Pop2 locus_1787  10  22 
Pop2 locus_1788  14  18 
Pop2 locus_1789  15  17 
Pop2 locus_1790   2  28 
Pop2 locus_1791  23   7 
Pop2 locus_1792  17  11 
Pop2 locus_1793  30   2 
Pop2 locus_1794   6  24 
Pop2 locus_1795  26   2 
Pop2 locus_1796  26   2 
Pop2 locus_1797   9  23 
Pop2 locus_1798  12  20 
Pop2 locus_1799   7  21 
Pop2 locus_1800  15  17 
Pop2 locus_1801  30   2 
Pop2 locus_1802  26   2 
Pop2 locus_1803  24   2 
Pop2 locus_1804   4  28 
Pop2 locus_1805  10  22 
Pop2 locus_1806  26   4 
Pop2 locus_1807   5  21 
Pop2 locus_1808   6  26 
Pop2 locus_1809  22   6 
Pop2 locus_1810   6  26 
Pop2 locus_1811  24   8 
Pop2 locus_1812  26   6 
Pop2 locus_1813  27   5 
Pop2 locus_1814   9  23 
Pop2 locus_1815   3  27 
Pop2 locus_1816  12  16 
Pop2 locus_1817  22   8 
Pop2 locus_1818  19   7 
Pop2 locus_1819  19  11 
Pop2 locus_1820   3  29 
Pop2 locus_1821  11  17 
Pop2 locus_1822  27   3 
Pop2 locus_1823   3  27 
Pop2 locus_1824   2  28 
Pop2 locus_1825   4  28 
Pop2 locus_1826   6  24 
Pop2 locus_1827  19   7 
Pop2 locus_1828   2  30 
Pop2 locus_1829  15  17 
Pop2 locus_1830  15  17 
Pop2 locus_1831   3  29 
Pop2 locus_1832  28   2 
Pop2 locus_1833  28   2 
Pop2 locus_1834  21   7 
Pop2 locus_1835  27   5 
Pop2 locus_1836  30   2 
Pop2 locus_1837   8  24 
Pop2 locus_1838   9  23 
Pop2 locus_1839   4  28 
Pop2 locus_1840   2  28 
Pop2 locus_1841  28   2 
Pop2 locus_1842   7  25 
Pop2 locus_1843  25   5 
Pop2 locus_1844  30   2 
Pop2 locus_1845   2  28 
Pop2 locus_1846   3  25 
Pop2 locus_1847   2  28 
Pop2 locus_1848  24   6 
Pop2 locus_1849  19   7 
Pop2 locus_1850  14  14 
Pop2 locus_1851  30   2 
Pop2 locus_1852  29   3 
Pop2 locus_1853   3  27 
Pop2 locus_1854  19   9 
Pop2 locus_1855   3  27 
Pop2 locus_1856   3  27 
Pop2 locus_1857   3  27 
Pop2 locus_1858   9  23 
Pop2 locus_1859  28   4 
Pop2 locus_1860  30   2 
Pop2 locus_1861   4  28 
Pop2 locus_1862  24   2 
Pop2 locus_1863  13  13 
Pop2 locus_1864  13  13 
Pop2 locus_1865   8  22 
Pop2 locus_1866  30   2 
Pop2 locus_1867   4  28 
Pop2 locus_1868   4  28 
Pop2 locus_1869  18  14 
Pop2 locus_1870  22  10 
Pop2 locus_1871  28   4 
Pop2 locus_1872   2  26 
Pop2 locus_1873  26   2 
Pop2 locus_1874  20   6 
Pop2 locus_1875   6  20 
Pop2 locus_1876   4  22 
Pop2 locus_1877  28   4 
Pop2 locus_1878   2  30 
Pop2 locus_1879  30   2 
Pop2 locus_1880  30   2 
Pop2 locus_1881  22  10 
Pop2 locus_1882  26   6 
Pop2 locus_1883   4  22 
Pop2 locus_1884   8  18 
Pop2 locus_1885  27   3 
Pop2 locus_1886  25   7 
Pop2 locus_1887  25   3 
Pop2 locus_1888   7  23 
Pop2 locus_1889   3  29 
Pop2 locus_1890   7  23 
Pop2 locus_1891  20  12 
Pop2 locus_1892   7  23 
Pop2 locus_1893   2  30 
Pop2 locus_1894   3  27 
Pop2 locus_1895  22   8 
Pop2 locus_1896   6  24 
Pop2 locus_1897   3  27 
Pop2 locus_1898   3  29 
Pop2 locus_1899  30   2 
Pop2 locus_1900  30   2 
Pop2 locus_1901  25   5 
Pop2 locus_1902  28   2 
Pop2 locus_1903  27   5 
Pop2 locus_1904  22  10 
Pop2 locus_1905  24   2 
Pop2 locus_1906   2  30 
Pop2 locus_1907  20  12 
Pop2 locus_1908   3  27 
Pop2 locus_1909  20   6 
Pop2 locus_1910   2  28 
Pop2 locus_1911   3  27 
Pop2 locus_1912  22   8 
Pop2 locus_1913  29   3 
Pop2 locus_1914   2  30 
Pop2 locus_1915   6  26 
Pop2 locus_1916   6  26 
Pop2 locus_1917  28   4 
Pop2 locus_1918   2  24 
Pop2 locus_1919  24   2 
Pop2 locus_1920   4  28 
Pop2 locus_1921  25   7 
Pop2 locus_1922   2  30 
Pop2 locus_1923   2  30 
Pop2 locus_1924   3  29 
Pop2 locus_1925  10  20 
Pop2 locus_1926  21  11 
Pop2 locus_1927   4  26 
Pop2 locus_1928   2  28 
Pop2 locus_1929   2  30 
Pop2 locus_1930  24   6 
Pop2 locus_1931   4  26 
Pop2 locus_1932  22   8 
Pop2 locus_1933   6  24 
Pop2 locus_1934   2  28 
Pop2 locus_1935  28   2 
Pop2 locus_1936   9  19 
Pop2 locus_1937  27   5 
Pop2 locus_1938  26   4 
Pop2 locus_1939  20   8 
Pop2 locus_1940  25   5 
Pop2 locus_1941   2  30 
Pop2 locus_1942  28   2 
Pop2 locus_1943   8  24 
Pop2 locus_1944   2  28 
Pop2 locus_1945   2  28 
Pop2 locus_1946   8  22 
Pop2 locus_1947  30   2 
Pop2 locus_1948   5  27 
Pop2 locus_1949  19   9 
Pop2 locus_1950   9  19 
Pop2 locus_1951  22   8 
Pop2 locus_1952   7  23 
Pop2 locus_1953  30   2 
Pop2 locus_1954   6  26 
Pop2 locus_1955   5  27 
Pop2 locus_1956  29   3 
Pop2 locus_1957  30   2 
Pop2 locus_1958   7  25 
Pop2 locus_1959  26   2 
Pop2 locus_1960   3  27 
Pop2 locus_1961  24   4 
Pop2 locus_1962   5  23 
Pop2 locus_1963   3  25 
Pop2 locus_1964   5  27 
Pop2 locus_1965   3  29 
Pop2 locus_1966   6  24 
Pop2 locus_1967   2  30 
Pop2 locus_1968  24   8 
Pop2 locus_1969   4  28 
Pop2 locus_1970  26   6 
Pop2 locus_1971  24   2 
Pop2 locus_1972  19   7 
Pop2 locus_1973  23   7 
Pop2 locus_1974  27   3 
Pop2 locus_1975  16  16 
Pop2 locus_1976   4  24 
Pop2 locus_1977   7  19 
Pop2 locus_1978   9  23 
Pop2 locus_1979   4  22 
Pop2 locus_1980  11  17 
Pop2 locus_1981   4  24 
Pop2 locus_1982   2  28 
Pop2 locus_1983   2  28 
Pop2 locus_1984  12  18 
Pop2 locus_1985   4  28 
Pop2 locus_1986   2  28 
Pop2 locus_1987  17  15 
Pop2 locus_1988  15  17 
Pop2 locus_1989  19   9 
Pop2 locus_1990  27   3 
Pop2 locus_1991  27   3 
Pop2 locus_1992   3  29 
Pop2 locus_1993  26   6 
Pop2 locus_1994   4  24 
Pop2 locus_1995   2  26 
Pop2 locus_1996  27   3 
Pop2 locus_1997  14  14 
Pop2 locus_1998  26   4 
Pop2 locus_1999  14  14 
Pop2 locus_2000  25   5 
Pop2 locus_2001  25   5 
Pop2 locus_2002  30   2 
Pop2 locus_2003   2  30 
Pop2 locus_2004  25   5 
Pop2 locus_2005  26   4 
Pop2 locus_2006  26   4 
Pop2 locus_2007  30   2 
Pop2 locus_2008   8  22 
Pop2 locus_2009  26   6 
Pop2 locus_2010  28   2 
Pop2 locus_2011  10  22 
Pop2 locus_2012  23   7 
Pop2 locus_2013  25   3 
Pop2 locus_2014   8  24 
Pop2 locus_2015  30   2 
Pop2 locus_2016   3  23 
Pop2 locus_2017   3  25 
Pop2 locus_2018  30   2 
Pop2 locus_2019  17  15 
Pop2 locus_2020  25   3 
Pop2 locus_2021   4  24 
Pop2 locus_2022   4  24 
Pop2 locus_2023  13  15 
Pop2 locus_2024   6  22 
Pop2 locus_2025   3  25 
Pop2 locus_2026   6  26 
Pop2 locus_2027  17  11 
Pop2 locus_2028  14  16 
Pop2 locus_2029  23   7 
Pop2 locus_2030  27   3 
Pop2 locus_2031  26   4 
Pop2 locus_2032  24   2 
Pop2 locus_2033  11  21 
Pop2 locus_2034   3  29 
Pop2 locus_2035  30   2 
Pop2 locus_2036  17  13 
Pop2 locus_2037  27   3 
Pop2 locus_2038  26   6 
Pop2 locus_2039   4  28 
Pop2 locus_2040   4  28 
Pop2 locus_2041  28   4 
Pop2 locus_2042  11  21 
Pop2 locus_2043  25   5 
Pop2 locus_2044   2  26 
Pop2 locus_2045  29   3 
Pop2 locus_2046  30   2 
Pop2 locus_2047  30   2 
Pop2 locus_2048  30   2 
Pop2 locus_2049  27   5 
Pop2 locus_2050  30   2 
Pop2 locus_2051  30   2 
Pop2 locus_2052  29   3 
Pop2 locus_2053  19   9 
Pop2 locus_2054  16  10 
Pop2 locus_2055  19  13 
Pop2 locus_2056   3  25 
Pop2 locus_2057  25   3 
Pop2 locus_2058  23   9 
Pop2 locus_2059   7  25 
Pop2 locus_2060  22   4 
Pop2 locus_2061  27   5 
Pop2 locus_2062  25   7 
Pop2 locus_2063   6  22 
Pop2 locus_2064   4  28 
Pop2 locus_2065  27   3 
Pop2 locus_2066   2  28 
Pop2 locus_2067   3  29 
Pop2 locus_2068   6  22 
Pop2 locus_2069  30   2 
Pop2 locus_2070   8  22 
Pop2 locus_2071  21   9 
Pop2 locus_2072   5  27 
Pop2 locus_2073  29   3 
Pop2 locus_2074   6  26 
Pop2 locus_2075  27   5 
Pop2 locus_2076  10  22 
Pop2 locus_2077  24   6 
Pop2 locus_2078   2  28 
Pop2 locus_2079   8  22 
Pop2 locus_2080   6  24 
Pop2 locus_2081  24   8 
Pop2 locus_2082  24   8 
Pop2 locus_2083   2  30 
Pop2 locus_2084  30   2 
Pop2 locus_2085  30   2 
Pop2 locus_2086   7  23 
Pop2 locus_2087   8  22 
Pop2 locus_2088   4  26 
Pop2 locus_2089   2  28 
Pop2 locus_2090  27   3 
Pop2 locus_2091  28   4 
Pop2 locus_2092   7  23 
Pop2 locus_2093   7  25 
Pop2 locus_2094  26   6 
Pop2 locus_2095  30   2 
Pop2 locus_2096  18  14 
Pop2 locus_2097   2  28 
Pop2 locus_2098   2  28 
Pop2 locus_2099  24   2 
Pop2 locus_2100  22   4 
Pop2 locus_2101  24   2 
Pop2 locus_2102  22   8 
Pop2 locus_2103  28   4 
Pop2 locus_2104  25   3 
Pop2 locus_2105   2  30 
Pop2 locus_2106  22  10 
Pop2 locus_2107  30   2 
Pop2 locus_2108  30   2 
